Text,Tag
"<sentence id=""s418"">The practice of GPE was that Winda Prasidhi, GPE's bookkeeper at the time, would provide to me invoices rendered by trade creditors for my approval.</sentence>",
"<sentence id=""s419"">I approved the payment of those invoices without knowing the exact date when GPE would actually make those payments or from which funds GPE would do so.</sentence>",
"<sentence id=""s420"">Indeed, I assumed that the J F Capital $6.3M Investment would not be used to pay G P Energy, because, so far as I was concerned, it was only to be used to pay important and non-related creditors.</sentence>",
"<sentence id=""s421"">",
 (d) In paragraph 58 Mr Wong assets that I said I was satisfied with his explanation about the payments he made using the J F Capital $6.3M Investment.</sentence>,
"<sentence id=""s422"">I strongly disagree with that statement.</sentence>",
"<sentence id=""s423"">I was in fact very disgruntled and annoyed at Mr Wong's explanation.</sentence>",
"<sentence id=""s424"">I thought Mr Wong's use of these funds had destroyed GPE's prospects of going ahead with the new Staplyton plant and I told him just that.</sentence>",
"<sentence id=""s425"">' 87 As to paragraph 59 of Alfred Wong's affidavit filed 19 July 2006, Peter Gan says he was never involved in causing any payments to be made out of the J F Capital subscription to Richland or Austcorp.</sentence>",
"<sentence id=""s426"">Peter Gan says at paragraph 14 of his affidavit: 'The debt which GPE owed Richland (in which respect I include as owing to Richland any debt that might have been owed whether by Richland or by GPE to Austcorp) should have been converted to equity as had been earlier discussed at Board level'.</sentence>",
"<sentence id=""s427"">88 As to Alfred Wong's perception of the need for Board approval in authorising payments to Austcorp and Richland, Alfred Wong said this at paragraph 19 of his affidavit filed 25 July 2006: '19.</sentence>",
"<sentence id=""s428"">It was not my belief at the time that I made the decision to repay monies owing to Austcorp and Richland in November and December 2004 that it was necessary to seek board approval to do so.</sentence>",
"<sentence id=""s429"">In any event, the matter was discussed at the first available board meeting following the repayment of such funds.</sentence>",
"<sentence id=""s430"">I note that the repayments occurred over a space of approximately one week after Peter Gan was aware of my intention to do so and were paid out together with payments to other significant creditors.</sentence>",
"<sentence id=""s431"">' 89 As to the nature of the assignment to Austcorp of the GPEL debt to Richland, Alfred Wong said this at paragraph 18 of his affidavit filed 25 July 2006: 'I reject any suggestion that the assignment of the obligations of GPE to Richland occurred on other than identical terms.</sentence>",
"<sentence id=""s432"">Richland did not have the capacity, and did not purport to, alter the terms upon GPE was required to repay funds to it when assigning that obligation to Austcorp' .</sentence>",
"<sentence id=""s433"">As to the approach to the payment of creditors, Alfred Wong said this at paragraph 15 of his affidavit filed 25 July 2006: 'To the extent that creditors' payments have been delayed, this has not been because of an inability of Richland to make funds available to GPE.</sentence>",
"<sentence id=""s434"">Rather, because finance from Richland carries an interest cost, it is better for GPE to implement tight cash flow policies which include delayed payment of creditors so as to reduce its borrowings on which it bears interest at any given point in time.</sentence>",
"<sentence id=""s435"">' 90 Alfred Wong further says at paragraph 15 of his affidavit that 'in addition' to such cash flow management, it has been necessary on numerous occasions to undertake an 'investigation and review' of invoices rendered by creditors and that whilst creditors might complain of delays in payment, '... this was necessitated by the appropriate internal review of such invoices before payments.</sentence>",
"<sentence id=""s436"">I regarded this to be a prudent measure on behalf of GPE' .</sentence>",
"<sentence id=""s437"">91 On 15 July 2005, Pierre Prentice and Paul Willis of JFCP met with Alfred Wong and Peter Gan at the JFCP offices.</sentence>",
"<sentence id=""s438"">The purpose of the meeting was to enable Prentice and Willis to gain an understanding of why the market price of GPEL shares had fallen from the placement price of $0.20 per share to between $0.10 and $0.05, an understanding of why GPEL had not progressed any construction of a power plant beyond the project plant at Staplyton (5MW) and why Peter Gan had elected to resign from GPEL.</sentence>",
"<sentence id=""s439"">Pierre Prentice says at paragraph 12 of his affidavit sworn 5 July 2006 that Alfred Wong and Peter Gan explained that instead of expanding the project plant at Staplyton, it made more economic sense to bid for the Queensland government owned 30MW co-generation plant at Rocky Point 10 kilometres from Staplyton; that the Morwell project in Victoria had not proceeded due to a failure to secure appropriate fuel supply; and Peter Gan had been forced to resign by discontented shareholders.</sentence>",
"<sentence id=""s440"">Pierre Prentice says that neither Alfred Wong nor Peter Gan revealed that the JFCP subscription of $6.3M had 'in fact been applied by GPE to pay certain of its creditors' .</sentence>",
"<sentence id=""s441"">92 On 10 October 2005, Pierre Prentice sent an email to Alfred Wong asking when GPEL's financial statements would be lodged with the Australian Stock Exchange as JFCP was unhappy that trading in GPEL shares had been suspended.</sentence>",
"<sentence id=""s442"">Pierre Prentice says that Alfred Wong did not respond to the email.</sentence>",
"<sentence id=""s443"">Pierre Prentice deposes to these further matters: '15.</sentence>",
"<sentence id=""s444"">On or about 13 September 2005, I conducted a review of GPE's quarterly, half, yearly and annual financial statements for the period since the $6.3M Investment, and found out that it had been used to pay off outstanding loans owing to entities related to GPE or its officers.</sentence>",
"<sentence id=""s445"">I did not know that the $6.3 million Investment had been used in that manner until I read those financial statements.</sentence>",
"<sentence id=""s446"">",
 16.</sentence>,
"<sentence id=""s447"">I believe GPE's management was less than honest with JFCP for two reasons: (1) They said they would keep JFCP fully informed of the progress in implementing its expansion plans but they did not; and (2) The $6.3 Million Investment was supposed to be used by GPE to construct new plants, but instead the majority was used to repay outstanding loans owing to entities related to GPE or its officers.</sentence>",
"<sentence id=""s448"">",
 17.</sentence>,
"<sentence id=""s449"">On or around 17 October 2005, after the suspension of GPE and the failure of Alfred Wong to respond to my email concerning the failure to lodge financial statements, JFCP started to sell its shares in GPE.</sentence>",
"<sentence id=""s450"">At the date of this my affidavit [4 July 2006] , JFCP does not hold any shares in GPE'.</sentence>",
"<sentence id=""s451"">",
 93 Paul Willis attended the meeting and in his affidavit filed 13 July 2006 he says that he recalls telling Alfred Wong and Peter Gan at the meeting on 15 July 2005 that JFCP would not be investing any more money in GPE.</sentence>,
"<sentence id=""s452"">Paul Willis says that he did not know that the JFCP subscription had been used to pay off outstanding loans to GPEL's related parties until he was so informed by Pierre Prentice arising out of Pierre Prentice's review of the quarterly, half yearly and annual financial statements.</sentence>",
"<sentence id=""s453"">Paul Willis says: 'I would not have recommended that JFCP subscribe for shares in GPE if I knew that a substantial amount of the $6.3 Million Injection would be used to pay outstanding loans owing to GPE's related parties' .</sentence>",
"<sentence id=""s454"">94 As to the non-disclosure to JFCP of the use of the $6.3M, Alfred Wong at paragraph 22 of his affidavit filed 25 July 2006 says that in the half yearly information for the year ended 31 December 2004 published in February 2005 and provided to the Australian Stock Exchange, the accounts of GPEL record that current interest bearing liabilities were reduced in the six months to 31 December 2004 by approximately $3M and the repayment of borrowings in that period was approximately $3,124,000.</sentence>",
"<sentence id=""s455"">Alfred Wong says, 'This information was available to the public and in particular to J F Capital' .</sentence>",
"<sentence id=""s456"">95 At paragraph 12 of the affidavit of Edgar Hung filed 5 July 2006, Edgar Hung says that when the money payable by Richland to Austcorp was ready to be remitted to Austcorp, 'Alfred Wong asked me whether Austcorp Group needed the money now or whether Richland could use the funds under the Austcorp-Richland Loan for something else in the meantime.</sentence>",
"<sentence id=""s457"">I told him that Richland could use the funds in the meantime, as long as the Austcorp Group was repaid before the end of the financial year ending 30 June 2005'.</sentence>",
"<sentence id=""s458"">Edgar Hung says that on or about 30 June 2005, $1.2M was transferred to Austcorp's account with the ANZ Bank by Richland and that this was in repayment of a part of the Austcorp-Richland Loan.</sentence>",
"<sentence id=""s459"">On 8 December 2004, GPEL had deposited $1,482,022.35 into the account of Richland.</sentence>",
"<sentence id=""s460"">Edgar Hung says that on or about 1 July 2005, $800,000 was transferred to Austcorp's account by Richland in payment of a part of the Austcorp-Richland Loan.</sentence>",
"<sentence id=""s461"">The general ledger of GPEL records 'a loan repayment' on 23 November 2004 of $800,000.00 which is reflected in a credit in the Richland account of the same day.</sentence>",
"<sentence id=""s462"">It seems likely that consistent with the request made by Alfred Wong of Edgar Hung that Richland enjoy the further use of monies Edgar Hung claimed to be otherwise owing, GPEL made the two payments on 8 December 2004 and 23 November 2004 at the direction of Alfred Wong and the monies were subsequently paid to Austcorp on 30 June 2005 and 1 July 2005 respectively by Richland.</sentence>",
"<sentence id=""s463"">Edgar Hung says at paragraph 15 of his affidavit that as at 1 July 2005 the amount owed by Richland to Austcorp under the Austcorp-Richland Loan was $580,006.65.</sentence>",
"<sentence id=""s464"">96 It should also be noted that according to Alfred Wong's summary of the payments made to Austcorp on 23 November 2004, 8 December 2004 and 9 December 2004, the amount paid was $3,370,857.60 which is precisely the amount that was owing by GPEL to Richland at 30 June 2004 immediately before the arrangement struck with Austcorp on 1 July 2004.</sentence>",
"<sentence id=""s465"">That debt had been extended on 30 June 2004 to 30 June 2005 and the facility extended to $5M.</sentence>",
"<sentence id=""s466"">Consistent with the provisions of the Term Sheet for the extension of the facility, the renewed facility did not mature until 30 June 2005 and further funds up to $5M would be available up to the maturity date.</sentence>",
"<sentence id=""s467"">If the facility was renewed on 30 June 2005, the facility would retain its character as a debt facility for an additional term.</sentence>",
"<sentence id=""s468"">If not extended, GPEL had a discretion to effect a repayment of the principal sum and all accrued interest either in cash or by issuing fully paid shares in GPEL.</sentence>",
"<sentence id=""s469"">97 Alfred Wong gave oral evidence in cross examination (and at paragraph 18 of his affidavit filed 25 July 2006) to the position that the assignment by Richland to Austcorp of the debt payable by GPEL to Richland preserved the identical terms of the debt.</sentence>",
"<sentence id=""s470"">Accordingly, Austcorp was not entitled to call upon GPEL for payment of the facility monies until the maturity date.</sentence>",
"<sentence id=""s471"">At the moment in time when GPEL made payments to Richland in respect of the assigned debt to Austcorp, or alternatively, made payments to Austcorp directly, the monies, prima facie, were not due and payable by GPEL.</sentence>",
"<sentence id=""s472"">It seems that the very likely construction is that GPEL made payments to Richland at Alfred Wong's direction which were retained by Richland and subsequently paid to Austcorp in accordance with the arrangement made between Alfred Wong and Edgar Hung facilitating the continued use of the 'Austcorp' monies by Richland until 30 June 2005.</sentence>",
"<sentence id=""s473"">In any event, the Board of GPEL had not approved the application of the monies.</sentence>",
"<sentence id=""s474"">Governance of GPEL was vested in the board of directors.</sentence>",
"<sentence id=""s475"">There is no evidence of any delegation of authority to the chairman either generally or within particular financial limitations to make payments on behalf of the company.</sentence>",
"<sentence id=""s476"">The Board of Directors was entitled to consider any demand for payment by either Richland or Austcorp, assess the merits of such a claim, take management advice in relation to the claim and reach a deliberative conclusion as to whether GPEL's monies should be applied in making the payments.</sentence>",
"<sentence id=""s477"">Alfred Wong foreclosed that deliberative process in favour of his own interests.</sentence>",
"<sentence id=""s478"">98 It is difficult to conceive of any basis upon which the members or creditors of GPEL derived any advantage in these payments or the arrangement.</sentence>",
"<sentence id=""s479"">The advantage is said to be that GPEL was saved interest that would have been incurred upon the drawn down funds.</sentence>",
"<sentence id=""s480"">The interest payable under the facility was a margin of 7% above the 30 day bank bill rate (12% in all --- see [50]).</sentence>",
"<sentence id=""s481"">Upon repayment of the funds, Richland established a facility on 8 December 2004 and an extension of that facility on 9 December 2004 at an interest rate margin which was also 7% above the 30 day bank bill rate.</sentence>",
"<sentence id=""s482"">Although discharge of the earlier facility may have reduced increments of interest on the principal draw down, Richland's proposition was that it would re-establish a facility of the same size as the earlier facility and presumably if it was contemplated that significant draw downs would be quickly made, interest would be incurred on precisely the same basis.</sentence>",
"<sentence id=""s483"">In any event, whatever the commercial advantage of taking the particular course might have been, it was a matter for the Board to determine the question with the benefit of management advice leading to a prudential business judgment rather than a fait accompli as a result of the conduct of the chairman.</sentence>",
"<sentence id=""s484"">",
 Conclusions 99 The following conclusions [100] --- [113] can be drawn from all of these events.</sentence>,
"<sentence id=""s485"">100 It is very unlikely that Alfred Wong entered into the loan agreement with Austcorp and the assignment of the Richland GPEL debt as a function of treasury management or to introduce Austcorp as a long term participant into the affairs of GPEL.</sentence>",
"<sentence id=""s486"">Rather, Alfred Wong borrowed the Austcorp monies at 25% interest per annum to partly repay his own debt to Apiang Woong which, upon default, was accumulating interest at the rate of 45% per annum and as a consequence of default the guarantors and grantors of security were rendered susceptible to a demand for payment of the debt and enforcement by Woong of the securities.</sentence>",
"<sentence id=""s487"">101 The assignment of the GPEL Richland debt to Austcorp was a material matter having regard to the discussions within the Board as early as the meeting of 18 August 2004 and expressions of concern over GPEL's liquidity and the funding of working capital by Richland.</sentence>",
"<sentence id=""s488"">The relationship between Richland and GPEL was a further matter of materiality having regard to the 'going concern' matters raised by BDO.</sentence>",
"<sentence id=""s489"">102 Richard Nott as Chairman of the Board's Audit Committee and fellow director Robert Patterson as an Audit Committee member, were present at the committee meeting on 26 August 2004 when GPEL's auditors, BDO, asked for a copy of the original loan agreement between GPEL and Richland.</sentence>",
"<sentence id=""s490"">That request was made expressly in the context, as the minutes record, of the assignment to Austcorp Group Limited of the GPEL debt to Richland.</sentence>",
"<sentence id=""s491"">The BDO report to the Board concerning the financial accounts to 30 June 2004 was considered by the Audit Committee on 20 September 2004 and Note 5 of the draft accounts expressly describes the assignment and the Put Option.</sentence>",
"<sentence id=""s492"">That note is reflected in the final accounts signed by Alfred Wong on 28 September 2005.</sentence>",
"<sentence id=""s493"">103 Although Alfred Wong did not, so far as the minutes reflect, expressly inform the Board of the assignment of the debt, it is unrealistic to think that relevant knowledge of the assignment was not before the Chairman of the Audit Committee, Richard Nott and Robert Patterson as a result of the discussion on 26 August 2004 and in consequence of a consideration of and adoption by the directors of the accounts for the financial year ending 30 June 2004 containing a note of the relevant matter.</sentence>",
"<sentence id=""s494"">However, the minutes of the meeting of directors on 6 July 2005 make it clear that both Richard Nott and Robert Patterson seemed to proceed on the footing that the assignment ought not to have occurred without the express authority of the Board and that the assignment was, in any event, on the same terms and conditions of the Richland GPEL loan.</sentence>",
"<sentence id=""s495"">104 The discussions in the meetings of directors of GPEL from May 2004 revealed systemic difficulties in securing the optimal operation of the pilot plant.</sentence>",
"<sentence id=""s496"">Concerns had reached a point at which the Board considered whether GPEL ought to shut down the pilot plant and 'cut its losses' in the light of the unsustainable pattern of diminished trading revenue and increased costs.</sentence>",
"<sentence id=""s497"">Alternatively, the pilot plant might be put on 'care and management'.</sentence>",
"<sentence id=""s498"">The directors agitated for the urgent resolution of arrangements with Viridis to take over the pilot plant and for Viridis to participate in arrangements to acquire the second Staplyton plant upon completion of construction consistent with the Investec proposal.</sentence>",
"<sentence id=""s499"">105 In addition, concerns had been expressed about GPEL's liquidity as early as the meeting of directors on 18 August 2004 and GPEL's dependence upon Richland.</sentence>",
"<sentence id=""s500"">Richard Nott urged that arrangements with Richland be reviewed with a view to securing an extension of the facility.</sentence>",
"<sentence id=""s501"">BDO had expressed the reservation that GPEL and the group generally was dependent upon the ongoing financial support of GPEL's shareholders and lenders.</sentence>",
"<sentence id=""s502"">Richard Nott expressed further concern about GPEL's gearing ratio and the impact upon loan facilities with Investec at the meeting of directors on 27 September 2004.</sentence>",
"<sentence id=""s503"">The directors recognised that in addition to capital required to construct each proposed power plant, GPEL required a few million dollars as working capital.</sentence>",
"<sentence id=""s504"">In the context of these concerns about liquidity and working capital, Alfred Wong advised the meeting of directors on 22 September 2004 that Richland would continue to provide funds for working capital and would be prepared to convert the inter-company loan into subordinated equity to improve GPEL's gearing ratio which would also be improved with the reduction of debt by the issuing of shares in payment of a particular acquisition.</sentence>",
"<sentence id=""s505"">106 At the Board meeting on 17 November 2004, the directors further considered the augmentation costs for the pilot plant and mechanisms for financing both the pilot plant and Staplyton No.</sentence>",
"<sentence id=""s506"">2.</sentence>",
"<sentence id=""s507"">The Board recognised that GPEL did not have the finance to repay the Richland loan and the solution was perceived to be the conversion of the loan to equity or the restructuring of the loan at long term debt.</sentence>",
"<sentence id=""s508"">In the context of financing Staplyton No.</sentence>",
"<sentence id=""s509"">2 the Board was advised that Jardine Fleming would take up an equity investment in GPEL.</sentence>",
"<sentence id=""s510"">Peter Gan discussed the preference of securing equity funding from Jardine Fleming rather than striking contracts with Investec and Viridis conditional upon the pilot plant achieving a 'steady satisfactory performance level'.</sentence>",
"<sentence id=""s511"">107 The presentation to Jardine Fleming was made on the footing that the subscribed capital would be used to facilitate the attraction of funds from Investec to enable the second Staplyton plant to occur.</sentence>",
"<sentence id=""s512"">I accept the evidence of Pierre Prentice and Paul Willis as to the representations made to them.</sentence>",
"<sentence id=""s513"">I am satisfied that Alfred Wong understood that the presentation to JFCP was on the footing, consistent with the Patterson PowerPoint presentation that JFCP would be encouraged to subscribe capital to secure GPEL's capacity to build new power plants and, particularly, a second plant at Staplyton.</sentence>",
"<sentence id=""s514"">108 Although it is not clear whether Alfred Wong expressly knew of the content of the press release to the Australian Stock Exchange of 18 November 2004 stating that the funds secured from JFCP would be applied 'to the roll-out of GPE's pipeline of renewable energy projects', I am satisfied that Alfred Wong understood that the funds were to be so applied which is consistent with the final paragraph of the GPEL Stock Exchange release of 26 November 2004 which directed attention to the ' combination of strategic partners and institutional investors who have recently joined GPE, by providing the platform to lead the renewable energy market locally and globally ' [emphasis added].</sentence>",
"<sentence id=""s515"">Alfred Wong may not have seen the content of this release.</sentence>",
"<sentence id=""s516"">However, the minutes of the meeting of directors on 6 July 2005 make it clear that Alfred Wong's understanding was that the JFCP monies would be applied in support of project finance for GPEL's power projects.</sentence>",
"<sentence id=""s517"">109 I accept that Peter Gan's recollection is that he mentioned that some of the JFCP funds would be applied in the payment of some creditors.</sentence>",
"<sentence id=""s518"">However, it is clear that such a statement did not convey to Pierre Prentice or Paul Willis any notion that the funds subscribed would be used for anything other than the fundamental purpose of establishing sufficient equity to enable GPEL to secure the Investec loan by placing GPEL in a position to satisfy the qualifying 'construction equity' condition.</sentence>",
"<sentence id=""s519"">110 It is clear that immediately upon receipt of the JFCP funds, Alfred Wong applied a substantial proportion of those monies to pay Richland and/or Austcorp in circumstances where both those companies had a particular relationship with Alfred Wong; the directors of GPEL had not met, considered or approved the making of the payments (and therefore whether, in the judgment of the Board, the payments represented a prudential decision); the payments were arguably not due as the maturity date had not 'fallen in'; and by making the payments, GPEL was deprived of the opportunity of considering whether an extension of the debt to Richland and/or Austcorp on negotiated terms (at or about the maturity date) might be achievable or, in the absence of an extension of the facility arrangement, GPEL might exercise an entitlement to convert the debt to equity.</sentence>",
"<sentence id=""s520"">111 The use by GPEL of the JFCP subscription at the direction of Alfred Wong was expressly inconsistent with the expectations held by JFCP in reliance upon the presentation made by Peter Gan.</sentence>",
"<sentence id=""s521"">I am satisfied that Alfred Wong, at the moment in time when he chose to apply a significant proportion of the JFCP funds in the manner previously described, knew and understood that JFCP had subscribed for capital in GPEL not for the purpose of paying creditors whose debts were then due and payable or paying monies to entities related to Alfred Wong but rather to provide capital which would enable GPEL to take advantage of a financing proposal from Investec and thus establish a green to waste power project which would help to generate enduring positive cash flows for GPEL.</sentence>",
"<sentence id=""s522"">Moreover, I am satisfied that Alfred Wong knew and understood that the expectation of the Board was that the JFCP monies would be so applied.</sentence>",
"<sentence id=""s523"">112 In reaching these conclusions, I accept the evidence of Peter Gan and to the extent that that evidence is inconsistent with the evidence of Alfred Wong, I prefer the evidence of Peter Gan.</sentence>",
"<sentence id=""s524"">113 In these respects, I am satisfied the conduct of Alfred Wong is misconduct.</sentence>",
"<sentence id=""s525"">It seems to me that it is no answer to that conduct to say that the election to make the payments in the circumstances described above had the effect of reducing the interest burden which attached to the facilities.</sentence>",
"<sentence id=""s526"">The directors of GPEL were entitled to consider and if thought prudential, apply the subscription in a way which was in the best interests of the company, its members and creditors and in a way which was consistent with the tenor of Board discussions and representations made to JFCP.</sentence>",
"<sentence id=""s527"">Nor, in terms of disclosure to JFCP is it an answer to say that the accounts of GPEL to 31 December 2004 published in February 2005 adequately disclosed, to JFCP, the use of the shareholder funds.</sentence>",
"<sentence id=""s528"">114 On 6 July 2005 at a meeting of directors, Alfred Wong provided directors with an explanation of the 'background behind the Richland credit facility'.</sentence>",
"<sentence id=""s529"">Alfred Wong said that it was important for the Board to understand that background.</sentence>",
"<sentence id=""s530"">In making that explanation Alfred Wong conceded, as the minutes reflect, that the JFCP investment of $6.3M was 'to be applied to roll-out GPE's pipeline of renewable projects.</sentence>",
"<sentence id=""s531"">Austcorp called for the loan to be repaid.</sentence>",
"<sentence id=""s532"">Over the next few weeks, all of Austcorp's loan and fees, Richland's loan and fees and G P Energy's outstanding rental payments were repaid by GPE from the monies received from Jardine, leaving very little for project development' .</sentence>",
"<sentence id=""s533"">Richard Nott and Robert Patterson expressed concern.</sentence>",
"<sentence id=""s534"">The minutes record: 'The Board felt that had the due process been followed, ie approval sought from the Board Audit and Risk Management Committee, the loan would not have been assigned to Austcorp especially under different terms and conditions to the original loan facility with Richland ' [emphasis added] .</sentence>",
"<sentence id=""s535"">The minutes further record these observations: 'When GPE repaid the Austcorp loan assigned by Richland, it was approved by Alfred which created a conflict of interest as the loan was not due and payable to Austcorp.</sentence>",
"<sentence id=""s536"">Richard believed that this payment should not have been authorised by Alfred due to this conflict and the consequences of changing the terms of the loan agreement.</sentence>",
"<sentence id=""s537"">This put the company in a very difficult position as it drained a lot of liquidity from the company.</sentence>",
"<sentence id=""s538"">",
 Both Richard and Robert requested Alfred to make good the original loan facility of $5 million immediately.</sentence>,
"<sentence id=""s539"">Edwin should never have been asked to approve the assignment, instead the Company Secretary should have brought this to the attention of the Board Audit &amp; Risk Management Committee.</sentence>",
"<sentence id=""s540"">' [emphasis added] 115 In the context of those remarks, Alfred Wong explained his perception of the facility Richland was providing to GPEL.</sentence>",
"<sentence id=""s541"">He said this: 'Alfred explained that when he provided the Richland loan to GPE it was always intended to be an evergreen facility, ie to be continually extended .</sentence>",
"<sentence id=""s542"">It was only in the event that the loan was not extended that the outstanding balance would be converted to equity, at GPE's discretion.</sentence>",
"<sentence id=""s543"">This was the spirit of the agreement.</sentence>",
"<sentence id=""s544"">' [emphasis added] PROMISSORY NOTES 116 A further question arises in relation to the issue of promissory notes.</sentence>",
"<sentence id=""s545"">117 In or about October or November 2004, Alfred Wong in his capacity as a director of GPEL discussed with Andris Lielkajis the possibility of GPEL issuing promissory notes to raise funds for its projects and activities.</sentence>",
"<sentence id=""s546"">An Information Memorandum dated December 2004 was prepared pursuant to which GPEL sought to raise $10M through GPEC by way of the issue of promissory notes.</sentence>",
"<sentence id=""s547"">Andris Lielkajis was appointed in his capacity as Managing Director of ABL to promote the issue.</sentence>",
"<sentence id=""s548"">He did so under the banner of GPIS.</sentence>",
"<sentence id=""s549"">The issuer was GPEC.</sentence>",
"<sentence id=""s550"">The notes would bear interest at the rate of 11.5% per annum payable monthly in arrears and the maturity date for the notes fell into three categories.</sentence>",
"<sentence id=""s551"">First, those notes issued prior to March 2005 would mature on 31 March 2007, those notes issued between 31 March 2005 and 30 September 2005 would mature on 30 September 2007 and those notes issued after 30 September 2005 would mature two years from the issue date of the relevant notes.</sentence>",
"<sentence id=""s552"">The notes are to be repaid in full on the maturity date supported by a floating charge over all present and future assets of the issuer.</sentence>",
"<sentence id=""s553"">118 Ten investors subscribed for the promissory notes in GPEC pursuant to the Information Memorandum and GPEC raised $1,390,000.</sentence>",
"<sentence id=""s554"">119 As to the Second Information Memorandum, Andris Lielkajis by his affidavit filed 20 July 2006 says as follows: '9.</sentence>",
"<sentence id=""s555"">In or about June 2005 I was advised by Alfred Wong that the Board GPE wanted to put the issuing of GPEC Promissory Notes on hold pending the updating of the content of the Information Memorandum.</sentence>",
"<sentence id=""s556"">I had advised Alfred Wong that it is potentially damaging to the share price of GPE to launch a product and then suddenly withdraw, closing all further communications and marketing.</sentence>",
"<sentence id=""s557"">From this point of perception, we deemed it better to turn the promotional program for the Promissory Notes into a ""soft one"", which involved promoting GPE, the company and its activities, for future recognition and possible investment, coupled with education as to the nature of Promissory Notes as a vehicle available to the public and the risk return of mezzanine finance as a whole.</sentence>",
"<sentence id=""s558"">",
 10.</sentence>,
"<sentence id=""s559"">In or about late August or September 2005, Alfred Wong advised me that the Second Information Memorandum (the ""August 2005 Information Memorandum"") was completed.</sentence>",
"<sentence id=""s560"">I was undertaking some seminars and presentations in relation to financial products and I had a need to use an example of those presentations.</sentence>",
"<sentence id=""s561"">I agreed with Alfred Wong that the August 2005 Information Memorandum would be used by me as an example of this type of product in these presentations.</sentence>",
"<sentence id=""s562"">It was not intended that any funds would actually be raised from the issue of the Promissory Notes from this.</sentence>",
"<sentence id=""s563"">",
 11.</sentence>,
"<sentence id=""s564"">It was made clear to me that GPE did not wish to take any new investments until various management issues were addressed.</sentence>",
"<sentence id=""s565"">As such, the presentation in the few seminars where GPE was mentioned was as part of a PowerPoint presentation focusing on an understanding of mezzanine finance and was contained to several slides with a direction to the ASX and GPE websites for further information on GPE and its operations.</sentence>",
"<sentence id=""s566"">Annexed hereto is a true copy of the August 2005 Information Memorandum marked ""ABL2"".</sentence>",
"<sentence id=""s567"">",
 12.</sentence>,
"<sentence id=""s568"">The information that was provided within the August 2005 Information Memorandum did not include any financial information of GPE.</sentence>",
"<sentence id=""s569"">However, upon request by interested parties in the company, a hard copy of GPE's 2004 Annual Report and GPE's financial information given to the Australian Stock Exchange for the half year ended 31 December 2004 were made available by me.</sentence>",
"<sentence id=""s570"">",
 13.</sentence>,
"<sentence id=""s571"">GPS participated in five seminars and/or presentations to the public where the August 2005 Information Memorandum was mentioned.</sentence>",
"<sentence id=""s572"">These seminars were held on the Gold Coast, and in Brisbane, Sydney, Melbourne and Perth.</sentence>",
"<sentence id=""s573"">The content of the presentations was educationally based and not directed to selling or promoting financial products.</sentence>",
"<sentence id=""s574"">",
 14.</sentence>,
"<sentence id=""s575"">The seminar held in Perth in Western Australia in September 2005 was the last time any presentations were made to the public in relation to promissory notes as an investment class and GPE's use of such products.</sentence>",
"<sentence id=""s576"">",
 15.</sentence>,
"<sentence id=""s577"">I am aware that two investors subsequently subscribed for Promissory Notes in GPEC pursuant to the August 2005 Information Memorandum.</sentence>",
"<sentence id=""s578"">This was unexpected.</sentence>",
"<sentence id=""s579"">' 120 The Second Information Memorandum involved the offer of three series of promissory notes: the 'A Notes', 'B Notes' and 'C Notes'.</sentence>",
"<sentence id=""s580"">The issuer, GPEC, proposed to issue a maximum of $30M of notes to be allocated between the three classes of notes in accordance with investor demand.</sentence>",
"<sentence id=""s581"">The memorandum says that the issuer will not issue more than $15M of any one series of notes.</sentence>",
"<sentence id=""s582"">The principal amount of each note is described as not less than $50,000 and in 'integral multiples of $10,000'.</sentence>",
"<sentence id=""s583"">The notes would attract interest at the rate of 10.5% per annum for the A Notes, 11% per annum for the B Notes and 11.5% per annum for the C Notes, all payable monthly in arrears.</sentence>",
"<sentence id=""s584"">The maturity dates for the notes are described as 1 October 2007 for the A Notes, 31 March 2008 for the B Notes and 30 September 2008 for the C Notes.</sentence>",
"<sentence id=""s585"">121 In cross examination Andris Lielkajis gave evidence of a meeting with Alfred Wong on or about 15 August 2005 initiated by Lielkajis arising out of questions which had been put to him by Westpoint, 'Bernard Kebble and others' at seminars about products that might be available.</sentence>",
"<sentence id=""s586"">Lielkajis approached Alfred Wong to see what '... we could do about the seminars in light of the situation that we had, and that's where we agreed to, you know, present a --- sort of, the products, etc, give an idea of --- sort of, the products that we have' .</sentence>",
"<sentence id=""s587"">It was put to Andris Lielkajis by counsel for the plaintiff that he did not just go out and promote a product without being asked to promote it and he responded, 'Well, I asked whether I could present it' .</sentence>",
"<sentence id=""s588"">Andris Lielkajis was asked by counsel for the plaintiff, 'Yes, so using the ""present"", who at GPE said you could present it?</sentence>",
"<sentence id=""s589"">' A --- ' Alfred Wong' .</sentence>",
"<sentence id=""s590"">122 Andris Lielkajis was pressed as to whether the presentations he conducted constituted a soft sell or a hard sell of the promissory notes.</sentence>",
"<sentence id=""s591"">He accepted that the Information Memorandum was present at the seminars, available to the public to take away and if the public decided to act on the Information Memorandum they could.</sentence>",
"<sentence id=""s592"">Andris Lielkajis accepted that counsel for the plaintiff's description of the use and presentation of the memorandum, was summarising the matter 'down to a generalisation' .</sentence>",
"<sentence id=""s593"">There were, according to Andris Lielkajis, 'probably about 1,000 or so' people at the seminars, 'all told' .</sentence>",
